model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,random,0.8,0.799,0.799,0.8,0.084,0.085,0.085,0.084,4.096,0.006,0.786,0.717,0.83,0.812,0.856,1e-06,50,2,,,,
mlp,random,0.8,0.8,0.8,0.8,0.063,0.063,0.063,0.063,8.164,0.104,0.744,0.653,0.776,0.745,0.804,1e-05,50,2,,,,
xgb,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,6.583,0.022,0.829,0.795,0.886,0.881,0.857,2e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.00168609619140625
rf,k-means,0.98,0.98,0.98,0.98,0.024,0.025,0.025,0.024,15.94,0.303,0.824,0.761,0.86,0.848,0.878,2e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.00168609619140625
svc,k-means,0.9,0.9,0.9,0.9,0.055,0.055,0.055,0.055,7.123,0.005,0.826,0.781,0.877,0.869,0.893,6e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.00168609619140625
logreg,k-means,0.88,0.88,0.88,0.88,0.051,0.051,0.051,0.051,7.016,0.012,0.819,0.777,0.875,0.867,0.896,1e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.00168609619140625
mlp,k-means,0.84,0.84,0.84,0.84,0.058,0.058,0.058,0.058,7.64,0.151,0.793,0.743,0.853,0.841,0.874,1.3e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.00168609619140625
xgb,ag,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,4.259,0.038,0.831,0.802,0.892,0.887,0.875,4e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0014832019805908203
rf,ag,0.95,0.95,0.95,0.95,0.055,0.055,0.055,0.055,16.021,0.472,0.786,0.775,0.88,0.878,0.881,3e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0014832019805908203
svc,ag,0.87,0.869,0.869,0.87,0.121,0.122,0.122,0.121,6.589,0.006,0.815,0.759,0.861,0.849,0.878,7e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0014832019805908203
logreg,ag,0.92,0.92,0.92,0.92,0.06,0.06,0.06,0.06,5.434,0.011,0.827,0.799,0.89,0.885,0.877,0.0,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0014832019805908203
mlp,ag,0.72,0.717,0.717,0.72,0.051,0.05,0.05,0.051,9.076,0.143,0.775,0.674,0.79,0.76,0.851,1.6e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0014832019805908203
xgb,k_center,0.76,0.758,0.758,0.76,0.049,0.05,0.05,0.049,6.865,0.017,0.815,0.795,0.889,0.886,0.852,8e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0018372535705566406
rf,k_center,0.7,0.696,0.696,0.7,0.063,0.065,0.065,0.063,12.982,0.113,0.794,0.701,0.813,0.788,0.878,1e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0018372535705566406
svc,k_center,0.63,0.601,0.601,0.63,0.108,0.134,0.134,0.108,4.618,0.006,0.561,0.271,0.255,0.272,0.271,1.1e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0018372535705566406
logreg,k_center,0.66,0.656,0.656,0.66,0.049,0.048,0.048,0.049,4.545,0.005,0.575,0.321,0.334,0.321,0.694,1e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0018372535705566406
mlp,k_center,0.56,0.554,0.554,0.56,0.037,0.035,0.035,0.037,5.025,0.063,0.595,0.346,0.37,0.348,0.691,4e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0018372535705566406
xgb,craig,0.661,0.666,0.703,0.72,0.109,0.114,0.116,0.117,4.423,0.015,0.468,0.337,0.409,0.354,0.475,2e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0015571117401123047
rf,craig,0.543,0.55,0.594,0.6,0.211,0.209,0.193,0.21,14.222,0.286,0.506,0.459,0.616,0.555,0.482,1.9e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0015571117401123047
svc,craig,0.619,0.597,0.659,0.7,0.096,0.12,0.079,0.063,7.035,0.004,0.603,0.524,0.665,0.612,0.644,6e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0015571117401123047
logreg,craig,0.619,0.601,0.655,0.7,0.066,0.117,0.106,0.063,6.495,0.008,0.516,0.389,0.479,0.417,0.524,1e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0015571117401123047
mlp,craig,0.577,0.533,0.602,0.66,0.077,0.121,0.089,0.049,6.062,1.299,0.56,0.458,0.578,0.513,0.598,2.1e-05,50,2,1550.8031854629517,0,7.638117424204423e-07,0.0015571117401123047
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.463,0.039,0.169,0.117,0.145,0.119,0.103,4e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.001291513442993164
rf,lc,0.97,0.97,0.97,0.97,0.024,0.025,0.025,0.024,15.704,0.104,0.187,0.148,0.196,0.154,0.119,7e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.001291513442993164
svc,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,6.44,0.006,0.271,0.212,0.276,0.223,0.196,7e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.001291513442993164
logreg,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,5.519,0.008,0.305,0.282,0.398,0.321,0.269,0.0,50,2,1550.8031854629517,0,7.638117424204423e-07,0.001291513442993164
mlp,lc,0.99,0.99,0.99,0.99,0.02,0.02,0.02,0.02,7.614,0.101,0.31,0.262,0.353,0.285,0.211,5e-06,50,2,1550.8031854629517,0,7.638117424204423e-07,0.001291513442993164
